ocid,tender_id,lot,buyer_id,title,category_code,category_label,procurement_kind,procurement_method,publish_date,tender_period_days,estimate_value,quantity,unit,scope_metric_value,scope_metric_unit,n_bids_published,bids_published,status,award_id,awarded_vendor_id,awarded_value,award_date,emergency_declared,proprietary_certificate,framework_ref,reserved_for_mse,justification_note,scenario_truth
ocds-pgraph-T-0103,T-0103,1,B-037,Borewell drilling - New Delhi (Jul 2026),borewell_drilling,Borewell drilling,works,open,2026-07-03,7,3301918.52,1718,metre,1718,metre,5,1,complete,A-0103,V-0231,2916062.74,2026-08-14,0,0,,0,,competitive
ocds-pgraph-T-0104,T-0104,1,B-037,Solar street lighting - New Delhi (Jan 2025),solar_streetlight,Solar street lighting,goods,limited,2025-01-28,5,1937024.02,125,unit,125,unit,1,1,complete,A-0104,V-0187,2070184.3,2025-03-17,0,0,,0,,single
ocds-pgraph-T-0105,T-0105,1,B-037,Solar street lighting - New Delhi (Feb 2023),solar_streetlight,Solar street lighting,goods,limited,2023-02-04,21,,848,unit,848,unit,1,1,complete,A-0105,V-0187,11228980.34,2023-04-11,0,0,,0,,single
ocds-pgraph-T-0106,T-0106,1,B-037,Solar street lighting - New Delhi (Mar 2023),solar_streetlight,Solar street lighting,goods,open,2023-03-23,21,8284271.82,617,unit,617,unit,6,1,complete,A-0106,V-0151,7286247.0,2023-05-19,0,0,,0,,competitive
ocds-pgraph-T-0107,T-0107,1,B-037,Road resurfacing works - New Delhi (Oct 2023),road_resurfacing,Road resurfacing works,works,open,2023-10-06,7,7718635.04,37730,sq.m,37730,sq.m,3,1,complete,A-0107,V-0096,6359679.82,2023-11-23,0,0,,0,,competitive
ocds-pgraph-T-0108,T-0108,1,B-037,Borewell drilling - New Delhi (Sep 2022),borewell_drilling,Borewell drilling,works,open,2022-09-01,5,1131935.23,730,metre,730,metre,5,1,complete,A-0108,V-0056,978135.88,2022-10-02,0,0,,0,,competitive
ocds-pgraph-T-0109,T-0109,1,B-001,Borewell drilling - Belagavi (Jun 2025),borewell_drilling,Borewell drilling,works,open,2025-06-17,10,1954323.58,971,metre,971,metre,2,1,complete,A-0109,V-0238,1661894.92,2025-07-09,0,0,,0,,competitive
ocds-pgraph-T-0110,T-0110,1,B-001,Borewell drilling - Belagavi (Dec 2024),borewell_drilling,Borewell drilling,works,direct,2024-12-27,7,,2186,metre,2186,metre,1,1,complete,A-0110,V-0238,3913014.79,2025-01-30,0,0,,0,,single
ocds-pgraph-T-0111,T-0111,1,B-001,Water supply pipeline works - Belagavi (Jan 2024),water_pipeline,Water supply pipeline works,works,limited,2024-01-03,6,,4780,metre,4780,metre,1,1,complete,A-0111,V-0061,13075836.26,2024-02-09,0,0,,0,,single
ocds-pgraph-T-0112,T-0112,1,B-001,Water supply pipeline works - Belagavi (Jan 2024),water_pipeline,Water supply pipeline works,works,limited,2024-01-22,5,15055000.34,5003,metre,5003,metre,1,1,complete,A-0112,V-0182,15596036.79,2024-03-02,0,0,,0,,single
ocds-pgraph-T-0113,T-0113,1,B-001,Borewell drilling - Belagavi (May 2024),borewell_drilling,Borewell drilling,works,open,2024-05-15,10,,824,metre,824,metre,5,1,complete,A-0113,V-0238,1305435.49,2024-06-05,0,0,,0,,competitive
ocds-pgraph-T-0114,T-0114,1,B-001,Borewell drilling - Belagavi (Jun 2026),borewell_drilling,Borewell drilling,works,open,2026-06-06,30,975229.36,498,metre,498,metre,3,1,complete,A-0114,V-0069,837169.0,2026-07-16,0,0,,0,,competitive
ocds-pgraph-T-0115,T-0115,1,B-001,Borewell drilling - Belagavi (Sep 2023),borewell_drilling,Borewell drilling,works,open,2023-09-11,7,,1270,metre,1270,metre,5,1,complete,A-0115,V-0238,1881320.7,2023-10-20,0,0,,0,,competitive
ocds-pgraph-T-0116,T-0116,1,B-001,Water supply pipeline works - Belagavi (Mar 2026),water_pipeline,Water supply pipeline works,works,open,2026-03-27,7,18257343.21,6000,metre,6000,metre,2,1,complete,A-0116,V-0118,15725090.18,2026-05-17,0,0,,0,,competitive
ocds-pgraph-T-0117,T-0117,1,B-001,Borewell drilling - Belagavi (Jan 2026),borewell_drilling,Borewell drilling,works,open,2026-01-17,21,1321918.41,664,metre,664,metre,4,1,complete,A-0117,V-0181,1109700.95,2026-03-20,0,0,,0,,competitive
ocds-pgraph-T-0118,T-0118,1,B-001,Water supply pipeline works - Belagavi (Feb 2026),water_pipeline,Water supply pipeline works,works,limited,2026-02-14,7,17270038.99,5439,metre,5439,metre,1,1,complete,A-0118,V-0178,18478582.47,2026-03-14,0,0,,0,,single
ocds-pgraph-T-0119,T-0119,1,B-001,Borewell drilling - Belagavi (Aug 2023),borewell_drilling,Borewell drilling,works,open,2023-08-28,5,3997606.64,2301,metre,2301,metre,6,1,complete,A-0119,V-0169,3443046.49,2023-09-14,0,0,,0,,competitive
ocds-pgraph-T-0120,T-0120,1,B-001,Water supply pipeline works - Belagavi (May 2024),water_pipeline,Water supply pipeline works,works,open,2024-05-16,7,9180641.06,3595,metre,3595,metre,4,1,complete,A-0120,V-0118,8969779.31,2024-06-04,0,0,,0,,competitive
ocds-pgraph-T-0121,T-0121,1,B-001,Water supply pipeline works - Belagavi (Oct 2023),water_pipeline,Water supply pipeline works,works,open,2023-10-08,7,,5886,metre,5886,metre,7,1,complete,A-0121,V-0182,13138162.76,2023-11-13,0,0,,0,,competitive
ocds-pgraph-T-0122,T-0122,1,B-001,Borewell drilling - Belagavi (May 2023),borewell_drilling,Borewell drilling,works,direct,2023-05-03,30,3638513.73,2171,metre,2171,metre,1,1,complete,A-0122,V-0069,3885780.1,2023-06-26,0,0,,0,,single
ocds-pgraph-T-0123,T-0123,1,B-001,Borewell drilling - Belagavi (Apr 2023),borewell_drilling,Borewell drilling,works,open,2023-04-20,6,4007730.45,2319,metre,2319,metre,1,1,complete,A-0123,V-0069,4179521.03,2023-05-28,0,0,,0,,single
ocds-pgraph-T-0124,T-0124,1,B-001,Borewell drilling - Belagavi (Dec 2025),borewell_drilling,Borewell drilling,works,limited,2025-12-23,30,3256056.11,1568,metre,1568,metre,1,1,complete,A-0124,V-0238,3205775.1,2026-02-18,0,0,,0,,single
ocds-pgraph-T-0125,T-0125,1,B-001,Borewell drilling - Belagavi (May 2025),borewell_drilling,Borewell drilling,works,direct,2025-05-13,6,,338,metre,338,metre,1,1,complete,A-0125,V-0069,638149.38,2025-06-10,0,0,,0,,single
ocds-pgraph-T-0126,T-0126,1,B-001,Water supply pipeline works - Belagavi (Nov 2024),water_pipeline,Water supply pipeline works,works,open,2024-11-24,21,3219776.53,1179,metre,1179,metre,5,1,complete,A-0126,V-0112,2642481.55,2025-01-18,0,0,,0,,competitive
ocds-pgraph-T-0127,T-0127,1,B-001,Borewell drilling - Belagavi (Jul 2025),borewell_drilling,Borewell drilling,works,open,2025-07-21,30,453925.71,226,metre,226,metre,6,1,complete,A-0127,V-0169,399227.73,2025-09-15,0,0,,0,,competitive
ocds-pgraph-T-0128,T-0128,1,B-001,Water supply pipeline works - Belagavi (Sep 2024),water_pipeline,Water supply pipeline works,works,direct,2024-09-18,5,4877581.28,1647,metre,1647,metre,1,1,complete,A-0128,V-0061,5110877.74,2024-10-04,0,0,,0,,single
ocds-pgraph-T-0129,T-0129,1,B-021,Solar street lighting - Palakkad (Sep 2022),solar_streetlight,Solar street lighting,goods,open,2022-09-01,10,8474276.99,657,unit,657,unit,5,1,complete,A-0129,V-0026,7735104.52,2022-10-01,0,0,,0,,competitive
ocds-pgraph-T-0130,T-0130,1,B-021,Solar street lighting - Palakkad (Jun 2025),solar_streetlight,Solar street lighting,goods,open,2025-06-10,6,9499368.85,546,unit,546,unit,5,1,complete,A-0130,V-0029,7773870.41,2025-07-11,0,0,,0,,competitive
ocds-pgraph-T-0131,T-0131,1,B-021,Borewell drilling - Palakkad (Oct 2024),borewell_drilling,Borewell drilling,works,limited,2024-10-05,6,4071283.68,2078,metre,2078,metre,1,1,complete,A-0131,V-Y003,4012245.52,2024-11-20,0,0,,0,,single
ocds-pgraph-T-0132,T-0132,1,B-021,Road resurfacing works - Palakkad (Aug 2025),road_resurfacing,Road resurfacing works,works,open,2025-08-19,5,7465911.12,30270,sq.m,30270,sq.m,4,1,complete,A-0132,V-0156,6493075.42,2025-10-06,0,0,,0,,competitive
ocds-pgraph-T-0133,T-0133,1,B-021,Road resurfacing works - Palakkad (Sep 2025),road_resurfacing,Road resurfacing works,works,limited,2025-09-03,7,8414793.15,35807,sq.m,35807,sq.m,1,1,complete,A-0133,V-0237,8695578.54,2025-10-23,0,0,,0,,single
ocds-pgraph-T-0134,T-0134,1,B-021,Borewell drilling - Palakkad (Dec 2023),borewell_drilling,Borewell drilling,works,open,2023-12-28,5,2916342.71,1718,metre,1718,metre,1,1,complete,A-0134,V-Y003,3010983.44,2024-02-04,0,0,,0,,single
ocds-pgraph-T-0135,T-0135,1,B-021,Borewell drilling - Palakkad (Oct 2024),borewell_drilling,Borewell drilling,works,limited,2024-10-24,14,1037620.82,577,metre,577,metre,1,1,complete,A-0135,V-S005,1088038.08,2024-11-23,0,0,,0,,single
ocds-pgraph-T-0136,T-0136,1,B-021,Road resurfacing works - Palakkad (Jun 2025),road_resurfacing,Road resurfacing works,works,direct,2025-06-25,5,3994434.09,16283,sq.m,16283,sq.m,1,1,complete,A-0136,V-0237,3964303.33,2025-07-24,0,0,,0,,single
ocds-pgraph-T-0137,T-0137,1,B-021,Road resurfacing works - Palakkad (Mar 2026),road_resurfacing,Road resurfacing works,works,open,2026-03-18,7,14729622.78,54877,sq.m,54877,sq.m,1,1,complete,A-0137,V-0206,14490611.71,2026-04-08,0,0,,0,,single
ocds-pgraph-T-0138,T-0138,1,B-021,Borewell drilling - Palakkad (Feb 2023),borewell_drilling,Borewell drilling,works,open,2023-02-08,10,4460917.47,2405,metre,2405,metre,5,1,complete,A-0138,V-S006,3728985.01,2023-03-27,0,0,,0,,competitive
ocds-pgraph-T-0139,T-0139,1,B-021,Road resurfacing works - Palakkad (Nov 2024),road_resurfacing,Road resurfacing works,works,open,2024-11-19,14,8071729.3,38142,sq.m,38142,sq.m,4,1,complete,A-0139,V-S010,7285162.35,2024-12-16,0,0,,0,,competitive
ocds-pgraph-T-0140,T-0140,1,B-021,Road resurfacing works - Palakkad (Feb 2025),road_resurfacing,Road resurfacing works,works,open,2025-02-03,21,12205795.62,53692,sq.m,53692,sq.m,1,1,complete,A-0140,V-0237,13401915.94,2025-03-15,0,0,,0,,single
ocds-pgraph-T-0141,T-0141,1,B-021,Borewell drilling - Palakkad (Jun 2025),borewell_drilling,Borewell drilling,works,open,2025-06-13,7,4951835.76,2490,metre,2490,metre,3,1,complete,A-0141,V-0098,4411017.28,2025-07-06,0,0,,0,,competitive
ocds-pgraph-T-0142,T-0142,1,B-021,Borewell drilling - Palakkad (Dec 2025),borewell_drilling,Borewell drilling,works,direct,2025-12-20,14,628832.41,302,metre,302,metre,1,1,complete,A-0142,V-0003,664611.1,2026-01-21,0,0,,0,,single
ocds-pgraph-T-0143,T-0143,1,B-021,Solar street lighting - Palakkad (Sep 2023),solar_streetlight,Solar street lighting,goods,open,2023-09-15,21,14665020.61,899,unit,899,unit,4,1,complete,A-0143,V-Y007,12129691.01,2023-11-07,0,0,,0,,competitive
ocds-pgraph-T-0144,T-0144,1,B-021,Road resurfacing works - Palakkad (Jun 2023),road_resurfacing,Road resurfacing works,works,open,2023-06-09,6,10216023.23,48612,sq.m,48612,sq.m,4,1,complete,A-0144,V-0206,8950556.94,2023-07-12,0,0,,0,,competitive
ocds-pgraph-T-0145,T-0145,1,B-021,Borewell drilling - Palakkad (May 2024),borewell_drilling,Borewell drilling,works,direct,2024-05-21,7,1436070.86,862,metre,862,metre,1,1,complete,A-0145,V-0098,1602443.78,2024-06-09,0,0,,0,,single
ocds-pgraph-T-0146,T-0146,1,B-021,Solar street lighting - Palakkad (Jun 2025),solar_streetlight,Solar street lighting,goods,limited,2025-06-01,5,2607502.13,159,unit,159,unit,1,1,complete,A-0146,V-0172,2902691.2,2025-06-24,0,0,,0,,single
ocds-pgraph-T-0147,T-0147,1,B-021,Borewell drilling - Palakkad (Dec 2025),borewell_drilling,Borewell drilling,works,open,2025-12-14,7,,1012,metre,1012,metre,1,1,complete,A-0147,V-Y003,2204439.69,2026-02-01,0,0,,0,,single
ocds-pgraph-T-0148,T-0148,1,B-002,Road resurfacing works - Kalaburagi (Jan 2025),road_resurfacing,Road resurfacing works,works,open,2025-01-22,21,3852719.05,17231,sq.m,17231,sq.m,1,1,complete,A-0148,V-0182,4208080.66,2025-03-17,0,0,,0,,single
ocds-pgraph-T-0149,T-0149,1,B-002,Solar street lighting - Kalaburagi (Nov 2023),solar_streetlight,Solar street lighting,goods,open,2023-11-18,10,10010482.34,695,unit,695,unit,1,1,complete,A-0149,V-0093,10889889.92,2024-01-09,0,0,,0,,single
ocds-pgraph-T-0150,T-0150,1,B-002,Solar street lighting - Kalaburagi (Mar 2026),solar_streetlight,Solar street lighting,goods,open,2026-03-12,7,,745,unit,745,unit,1,1,complete,A-0150,V-0118,12942607.34,2026-04-27,0,0,,0,,single
ocds-pgraph-T-0151,T-0151,1,B-002,Road resurfacing works - Kalaburagi (Dec 2024),road_resurfacing,Road resurfacing works,works,open,2024-12-04,30,3218658.61,14486,sq.m,14486,sq.m,6,1,complete,A-0151,V-0155,2916389.87,2025-02-16,0,0,,0,,competitive
ocds-pgraph-T-0152,T-0152,1,B-002,Sanitation and waste services - Kalaburagi (Feb 2024),sanitation_services,Sanitation and waste services,services,open,2024-02-17,5,1051602.44,6,month,6,month,1,1,complete,A-0152,V-0214,1066598.05,2024-03-31,0,0,,0,,single
ocds-pgraph-T-0153,T-0153,1,B-002,Sanitation and waste services - Kalaburagi (Jul 2023),sanitation_services,Sanitation and waste services,services,open,2023-07-23,5,1819459.52,11,month,11,month,4,1,complete,A-0153,V-0214,1523007.59,2023-08-26,0,0,,0,,competitive
ocds-pgraph-T-0154,T-0154,1,B-002,Solar street lighting - Kalaburagi (Jul 2024),solar_streetlight,Solar street lighting,goods,limited,2024-07-10,14,,265,unit,265,unit,1,1,complete,A-0154,V-Y006,4149230.46,2024-08-26,0,0,,0,,single
ocds-pgraph-T-0155,T-0155,1,B-002,Sanitation and waste services - Kalaburagi (Jan 2024),sanitation_services,Sanitation and waste services,services,direct,2024-01-10,7,2858854.52,17,month,17,month,1,1,complete,A-0155,V-Y008,2842724.24,2024-01-31,0,0,,0,,single
ocds-pgraph-T-0156,T-0156,1,B-002,Sanitation and waste services - Kalaburagi (Sep 2022),sanitation_services,Sanitation and waste services,services,limited,2022-09-15,6,4639155.2,28,month,28,month,1,1,complete,A-0156,V-0214,4678838.45,2022-10-27,0,0,,0,,single
ocds-pgraph-T-0157,T-0157,1,B-002,Solar street lighting - Kalaburagi (Apr 2023),solar_streetlight,Solar street lighting,goods,open,2023-04-28,6,2723619.41,181,unit,181,unit,5,1,complete,A-0157,V-0155,2310962.81,2023-05-16,0,0,,0,,competitive
ocds-pgraph-T-0158,T-0158,1,B-002,Road resurfacing works - Kalaburagi (Nov 2023),road_resurfacing,Road resurfacing works,works,open,2023-11-06,7,7198927.81,31757,sq.m,31757,sq.m,7,1,complete,A-0158,V-0153,5561065.18,2023-12-21,0,0,,0,,competitive
ocds-pgraph-T-0159,T-0159,1,B-002,Solar street lighting - Kalaburagi (Aug 2025),solar_streetlight,Solar street lighting,goods,open,2025-08-22,6,12268444.85,740,unit,740,unit,4,1,complete,A-0159,V-0093,10746653.29,2025-09-12,0,0,,0,,competitive
ocds-pgraph-T-0160,T-0160,1,B-002,Solar street lighting - Kalaburagi (Dec 2022),solar_streetlight,Solar street lighting,goods,open,2022-12-05,14,,329,unit,329,unit,6,1,complete,A-0160,V-0118,3698555.19,2023-01-29,0,0,,0,,competitive
ocds-pgraph-T-0161,T-0161,1,B-002,Solar street lighting - Kalaburagi (May 2023),solar_streetlight,Solar street lighting,goods,open,2023-05-18,10,,368,unit,368,unit,5,1,complete,A-0161,V-0155,4669319.71,2023-06-29,0,0,,0,,competitive
ocds-pgraph-T-0162,T-0162,1,B-002,Road resurfacing works - Kalaburagi (Apr 2024),road_resurfacing,Road resurfacing works,works,open,2024-04-12,10,12262363.6,51530,sq.m,51530,sq.m,3,1,complete,A-0162,V-Y008,9704746.99,2024-06-06,0,0,,0,,competitive
ocds-pgraph-T-0163,T-0163,1,B-002,Solar street lighting - Kalaburagi (Nov 2023),solar_streetlight,Solar street lighting,goods,open,2023-11-19,6,9820819.77,686,unit,686,unit,1,1,complete,A-0163,V-Y006,9843497.25,2023-12-29,0,0,,0,,single
ocds-pgraph-T-0164,T-0164,1,B-002,Solar street lighting - Kalaburagi (Sep 2022),solar_streetlight,Solar street lighting,goods,open,2022-09-12,7,4829025.68,364,unit,364,unit,5,1,complete,A-0164,V-Y005,4163751.25,2022-10-05,0,0,,0,,competitive
ocds-pgraph-T-0165,T-0165,1,B-002,Sanitation and waste services - Kalaburagi (Mar 2024),sanitation_services,Sanitation and waste services,services,open,2024-03-29,21,1196985.38,7,month,7,month,1,1,complete,A-0165,V-0049,1279952.33,2024-05-22,0,0,,0,,single
ocds-pgraph-T-0166,T-0166,1,B-002,Solar street lighting - Kalaburagi (Oct 2025),solar_streetlight,Solar street lighting,goods,open,2025-10-06,7,4916807.29,301,unit,301,unit,2,1,complete,A-0166,V-0155,4333488.43,2025-11-18,0,0,,0,,competitive
ocds-pgraph-T-0167,T-0167,1,B-002,Road resurfacing works - Kalaburagi (Jan 2024),road_resurfacing,Road resurfacing works,works,limited,2024-01-23,30,11494807.54,54661,sq.m,54661,sq.m,1,1,complete,A-0167,V-0209,12671413.51,2024-04-01,0,0,,0,,single
ocds-pgraph-T-0168,T-0168,1,B-002,Sanitation and waste services - Kalaburagi (Dec 2022),sanitation_services,Sanitation and waste services,services,open,2022-12-07,6,5233637.05,30,month,30,month,2,1,complete,A-0168,V-0049,4655830.53,2023-01-06,0,0,,0,,competitive
ocds-pgraph-T-0169,T-0169,1,B-002,Sanitation and waste services - Kalaburagi (Jul 2024),sanitation_services,Sanitation and waste services,services,open,2024-07-29,7,1612160.34,9,month,9,month,1,1,complete,A-0169,V-0049,1693204.46,2024-08-27,0,0,,0,,single
ocds-pgraph-T-0170,T-0170,1,B-002,Road resurfacing works - Kalaburagi (Sep 2025),road_resurfacing,Road resurfacing works,works,limited,2025-09-22,7,10017464.9,44095,sq.m,44095,sq.m,1,1,complete,A-0170,V-Y006,10872493.28,2025-11-09,0,0,,0,,single
ocds-pgraph-T-0171,T-0171,1,B-002,Road resurfacing works - Kalaburagi (Jun 2026),road_resurfacing,Road resurfacing works,works,open,2026-06-26,5,,14610,sq.m,14610,sq.m,3,1,complete,A-0171,V-S001,3374614.9,2026-07-23,0,0,,0,,competitive
ocds-pgraph-T-0172,T-0172,1,B-002,Sanitation and waste services - Kalaburagi (Feb 2026),sanitation_services,Sanitation and waste services,services,direct,2026-02-09,21,5415960.42,27,month,27,month,1,1,complete,A-0172,V-0214,5661395.33,2026-04-04,0,0,,0,,single
ocds-pgraph-T-0173,T-0173,1,B-002,Sanitation and waste services - Kalaburagi (Dec 2025),sanitation_services,Sanitation and waste services,services,open,2025-12-05,5,7084648.67,36,month,36,month,3,1,complete,A-0173,V-0049,6402563.02,2026-01-24,0,0,,0,,competitive
ocds-pgraph-T-0174,T-0174,1,B-002,Road resurfacing works - Kalaburagi (Jul 2024),road_resurfacing,Road resurfacing works,works,open,2024-07-30,14,10299264.54,45070,sq.m,45070,sq.m,1,1,complete,A-0174,V-0209,10806875.32,2024-09-12,0,0,,0,,single
ocds-pgraph-T-0175,T-0175,1,B-002,Road resurfacing works - Kalaburagi (Jun 2025),road_resurfacing,Road resurfacing works,works,open,2025-06-16,5,5198267.1,22530,sq.m,22530,sq.m,1,1,complete,A-0175,V-S001,5660533.02,2025-07-15,0,0,,0,,single
ocds-pgraph-T-0176,T-0176,1,B-002,Road resurfacing works - Kalaburagi (May 2026),road_resurfacing,Road resurfacing works,works,open,2026-05-09,5,,50976,sq.m,50976,sq.m,3,1,complete,A-0176,V-0182,10013562.36,2026-05-27,0,0,,0,,competitive
ocds-pgraph-T-0177,T-0177,1,B-002,Solar street lighting - Kalaburagi (Jun 2026),solar_streetlight,Solar street lighting,goods,open,2026-06-06,5,8675817.25,517,unit,517,unit,1,1,complete,A-0177,V-0093,8557661.03,2026-07-18,0,0,,0,,single
ocds-pgraph-T-0178,T-0178,1,B-003,Road resurfacing works - Tumakuru (Apr 2025),road_resurfacing,Road resurfacing works,works,open,2025-04-20,21,8156087.28,34353,sq.m,34353,sq.m,2,1,complete,A-0178,V-0131,7554357.44,2025-06-01,0,0,,0,,competitive
ocds-pgraph-T-0179,T-0179,1,B-003,Sanitation and waste services - Tumakuru (Aug 2024),sanitation_services,Sanitation and waste services,services,open,2024-08-17,14,4268348.44,24,month,24,month,4,1,complete,A-0179,V-0049,4033707.09,2024-10-02,0,0,,0,,competitive
ocds-pgraph-T-0180,T-0180,1,B-003,Sanitation and waste services - Tumakuru (Oct 2022),sanitation_services,Sanitation and waste services,services,open,2022-10-19,21,,27,month,27,month,3,1,complete,A-0180,V-0106,4023508.56,2022-12-18,0,0,,0,,competitive
ocds-pgraph-T-0181,T-0181,1,B-003,Sanitation and waste services - Tumakuru (Jan 2025),sanitation_services,Sanitation and waste services,services,open,2025-01-12,14,1404234.81,8,month,8,month,4,1,complete,A-0181,V-0106,1153421.0,2025-02-28,0,0,,0,,competitive
ocds-pgraph-T-0182,T-0182,1,B-003,Road resurfacing works - Tumakuru (Nov 2022),road_resurfacing,Road resurfacing works,works,open,2022-11-06,21,10352816.04,47136,sq.m,47136,sq.m,1,1,complete,A-0182,V-0218,10452496.85,2022-12-10,0,0,,0,,competitive
ocds-pgraph-T-0183,T-0183,1,B-003,Road resurfacing works - Tumakuru (Jan 2026),road_resurfacing,Road resurfacing works,works,open,2026-01-31,30,,22344,sq.m,22344,sq.m,3,1,complete,A-0183,V-0155,4749952.93,2026-03-20,0,0,,0,,competitive
